栖	qi1	O+P+	硒	xi1	1.661	selenium (chemistry)
	to perch	O+P-	样	yang4	1.987	manner
		O-P+	七	qi1	1.973	seven
		O-P-	院	yuan4	1.810	courtyard

娥	e2	O+P+	峨	e2	2.0	lofty
	good	O+P-	娟	juan1	1.641	beautiful
		O-P+	厄	e4	1.832	distressed
		O-P-	创	chuang4	1.956	variant of 創|创[chuang4]

胗	zhen1	O+P+	珍	zhen1	2.0	precious thing
	gizzard	O+P-	胰	yi2	1.427	soap
		O-P+	贞	zhen1	2.0	chaste
		O-P-	外	wai4	2.0	outside

苛	ke1	O+P+	菏	he2	1.841	He river in Shandong
	severe	O+P-	苑	yuan4	1.887	surname Yuan
		O-P+	抠	kou1	1.888	to dig out
		O-P-	赝	yan4	1.811	variant of 贗|赝[yan4]

肽	tai4	O+P+	汰	tai4	1.811	to discard
	peptide (two or more amino acids linked by peptide bonds CO-NH)	O+P-	肮	ang1	1.699	dirty
		O-P+	戴	dai4	1.938	surname Dai
		O-P-	樱	ying1	1.977	cherry

碱	jian3	O+P+	缄	jian1	1.746	(wooden) box
	variant of 鹼|碱[jian3]	O+P-	锿	ai1	1.797	einsteinium (chemistry)
		O-P+	俭	jian3	1.915	frugal
		O-P-	一	yi1	1.967	one

毁	hui3	O+P+	魁	kui2	1.659	chief
	to destroy	O+P-	赢	ying2	1.881	to beat
		O-P+	诡	gui3	1.952	sly
		O-P-	樱	ying1	1.932	cherry

扎	zha1	O+P+	扒	ba1	1.782	to peel
	to prick	O+P-	二	er4	1.800	two
		O-P+	渣	zha1	1.984	slag (in mining or smelting)
		O-P-	硬	ying4	1.858	hard

雨	yu3	O+P+	鱼	yu2	1.922	surname Yu
	rain	O+P-	青	qing1	1.640	abbr. for 青海[Qing1 hai3], Qinghai Province
		O-P+	郁	yu4	1.922	variant of 鬱|郁[yu4]
		O-P-	疮	chuang1	1.937	sore

纲	gang1	O+P+	纺	fang3	1.590	to spin (cotton or hemp etc)
	head rope of a fishing net	O+P-	纬	wei3	1.844	latitude
		O-P+	刚	gang1	2.0	hard
		O-P-	逸	yi4	1.987	to escape

滋	zi1	O+P+	滴	di1	1.755	a drop
	to grow	O+P-	漾	yang4	1.759	to overflow
		O-P+	刺	ci1	1.959	(onom.) whoosh
		O-P-	妄	wang4	1.947	absurd

愈	yu4	O+P+	愚	yu2	1.850	to be stupid
	the more...(the more...)	O+P-	煎	jian1	1.759	to pan fry
		O-P+	逸	yi4	1.916	to escape
		O-P-	抢	qiang1	1.895	see 搶風|抢风[qiang1 feng1]

玉	yu4	O+P+	羽	yu3	1.758	feather
	jade	O+P-	玄	xuan2	1.721	black
		O-P+	郁	yu4	2.0	variant of 鬱|郁[yu4]
		O-P-	疮	chuang1	1.939	sore

昧	mei4	O+P+	妹	mei4	1.950	younger sister
	to conceal	O+P-	映	ying4	1.632	to reflect (light)
		O-P+	魅	mei4	2.0	demon
		O-P-	肮	ang1	1.836	dirty

青	qing1	O+P+	金	jin1	1.777	surname Jin
	abbr. for 青海[Qing1 hai3], Qinghai Province	O+P-	雨	yu3	1.731	rain
		O-P+	清	qing1	2.0	Qing or Ch'ing dynasty of Imperial China (1644-1911)
		O-P-	艾	ai4	1.909	surname Ai

俪	li4	O+P+	俚	li3	1.855	old name for the 黎[Li2] ethnic group
	husband and wife	O+P-	佯	yang2	1.610	to feign
		O-P+	利	li4	2.0	surname Li
		O-P-	秧	yang1	1.951	shoots

舐	shi4	O+P+	致	zhi4	1.951	fine
	to lick	O+P-	蚊	wen2	1.659	mosquito
		O-P+	氏	shi4	2.0	clan name
		O-P-	泱	yang1	1.806	agitated (wind, cloud)

王	wang2	O+P+	汪	wang1	1.916	surname Wang
	surname Wang	O+P-	主	zhu3	1.793	owner
		O-P+	烷	wan2	1.703	alkane
		O-P-	剂	ji4	2.0	dose (medicine)

访	fang3	O+P+	讽	feng3	1.838	to satirize
	to visit	O+P-	讶	ya4	1.631	astounded
		O-P+	仿	fang3	2.0	to imitate
		O-P-	危	wei1	1.942	surname Wei

舌	she2	O+P+	竹	zhu2	1.802	bamboo
	tongue	O+P-	网	wang3	1.906	net
		O-P+	则	ze2	1.911	conjunction used to express contrast with a previous sentence or clause
		O-P-	剜	wan1	1.791	to scoop out

